killed_by,killer_name,killer_placement,match_id,time,victim_name,victim_placement
Down and Out,fmhdbb,8.0,2U4GBNA0Ymkpb1hDi-WrrDwTvWd7UMAFsruTogr8tZm-OYpx79s3UGlgWA_E5Znt,1475,kailu521,9.0
Punch,ClsrRemix,23.0,2U4GBNA0Ymkpb1hDi-WrrDwTvWd7UMAFsruTogr8tZm-OYpx79s3UGlgWA_E5Znt,153,Xiaobawang120,26.0
M416,Jaean,4.0,2U4GBNA0Ymkpb1hDi-WrrDwTvWd7UMAFsruTogr8tZm-OYpx79s3UGlgWA_E5Znt,1692,yuoifhjfg,
Mini 14,zy1001011,2.0,2U4GBNA0Ymkpb1hDi-WrrDwTvWd7UMAFsruTogr8tZm-OYpx79s3UGlgWA_E5Znt,1641,menghuxiqiangwei,7.0
Down and Out,zy1001011,2.0,2U4GBNA0Ymkpb1hDi-WrrDwTvWd7UMAFsruTogr8tZm-OYpx79s3UGlgWA_E5Znt,1347,superqiaozong,7.0
Micro UZI,PsycheH,8.0,2U4GBNA0Ymkpb1hDi-WrrDwTvWd7UMAFsruTogr8tZm-OYpx79s3UGlgWA_E5Znt,215,yangzhuai66,5.0
Down and Out,AChristen22,3.0,2U4GBNA0Ymkpb1hDi-WrrDwTvWd7UMAFsruTogr8tZm-OYpx79s3UGlgWA_E5Znt,1897,zy1001011,2.0
AKM,imxiaosheng,18.0,2U4GBNA0Ymkpb1hDi-WrrDwTvWd7UMAFsruTogr8tZm-OYpx79s3UGlgWA_E5Znt,550,chijizhongdui666,2.0
DP-28,AChristen22,3.0,2U4GBNA0Ymkpb1hDi-WrrDwTvWd7UMAFsruTogr8tZm-OYpx79s3UGlgWA_E5Znt,1698,Never-1997,6.0
M16A4,dianfengKD,19.0,2U4GBNA0Ymkpb1hDi-WrrDwTvWd7UMAFsruTogr8tZm-OYpx79s3UGlgWA_E5Znt,295,HTN_KhoaiTo,25.0
SCAR-L,songxiaoyang,11.0,2U4GBNA0Ymkpb1hDi-WrrDwTvWd7UMAFsruTogr8tZm-OYpx79s3UGlgWA_E5Znt,1229,xiaorobusweiw888,9.0
Down and Out,zy1001011,2.0,2U4GBNA0Ymkpb1hDi-WrrDwTvWd7UMAFsruTogr8tZm-OYpx79s3UGlgWA_E5Znt,1641,WJSS520,7.0
UMP9,zy1001011,2.0,2U4GBNA0Ymkpb1hDi-WrrDwTvWd7UMAFsruTogr8tZm-OYpx79s3UGlgWA_E5Znt,821,sun2016333458,7.0
Kar98k,AChristen22,3.0,2U4GBNA0Ymkpb1hDi-WrrDwTvWd7UMAFsruTogr8tZm-OYpx79s3UGlgWA_E5Znt,618,qiangqiangdanai,21.0
AKM,starzycasy,22.0,2U4GBNA0Ymkpb1hDi-WrrDwTvWd7UMAFsruTogr8tZm-OYpx79s3UGlgWA_E5Znt,355,xdxdxd334,23.0
M416,hhhhhhhhhhk-,12.0,2U4GBNA0Ymkpb1hDi-WrrDwTvWd7UMAFsruTogr8tZm-OYpx79s3UGlgWA_E5Znt,914,bdz0323,18.0
M416,Tooth-29,6.0,2U4GBNA0Ymkpb1hDi-WrrDwTvWd7UMAFsruTogr8tZm-OYpx79s3UGlgWA_E5Znt,1305,tangcan1995,12.0
Down and Out,SevenExit,12.0,2U4GBNA0Ymkpb1hDi-WrrDwTvWd7UMAFsruTogr8tZm-OYpx79s3UGlgWA_E5Znt,934,angediaoyu,18.0
Down and Out,1s5tian,24.0,2U4GBNA0Ymkpb1hDi-WrrDwTvWd7UMAFsruTogr8tZm-OYpx79s3UGlgWA_E5Znt,930,hhhhhhhhhhk-,12.0
Falling,,,2U4GBNA0Ymkpb1hDi-WrrDwTvWd7UMAFsruTogr8tZm-OYpx79s3UGlgWA_E5Znt,1085,zaibuyaoshuohua,15.0
Down and Out,imxiaosheng,18.0,2U4GBNA0Ymkpb1hDi-WrrDwTvWd7UMAFsruTogr8tZm-OYpx79s3UGlgWA_E5Znt,897,hg_007,12.0
AKM,menghuxiqiangwei,7.0,2U4GBNA0Ymkpb1hDi-WrrDwTvWd7UMAFsruTogr8tZm-OYpx79s3UGlgWA_E5Znt,834,SMGdaidaizhen,20.0
Down and Out,fmhdbb,8.0,2U4GBNA0Ymkpb1hDi-WrrDwTvWd7UMAFsruTogr8tZm-OYpx79s3UGlgWA_E5Znt,1475,You-op,9.0
Uaz,pickup999,5.0,2U4GBNA0Ymkpb1hDi-WrrDwTvWd7UMAFsruTogr8tZm-OYpx79s3UGlgWA_E5Znt,1158,BISUOLUOER,24.0
Down and Out,DJROWLF,5.0,2U4GBNA0Ymkpb1hDi-WrrDwTvWd7UMAFsruTogr8tZm-OYpx79s3UGlgWA_E5Znt,1156,tangpao0,24.0
S686,lurenyi100,8.0,2U4GBNA0Ymkpb1hDi-WrrDwTvWd7UMAFsruTogr8tZm-OYpx79s3UGlgWA_E5Znt,315,wangrui140382,5.0
M416,menghuxiqiangwei,7.0,2U4GBNA0Ymkpb1hDi-WrrDwTvWd7UMAFsruTogr8tZm-OYpx79s3UGlgWA_E5Znt,809,herose000yan,20.0
SKS,KingLove_,2.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1032,#unknown,3.0
M416,KingLove_,2.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,563,daduck94,23.0
Grenade,taoshijie,27.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,294,taoshijie,27.0
S686,BossGrend,29.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,121,JUBA_IRAQ,22.0
M16A4,Tkc_b2,1.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1111,faQmei123,15.0
S1897,ld129,16.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,273,Palmkill,27.0
S1897,xperia123456789,14.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1114,Danacnm,14.0
Micro UZI,GTMDDWH123,6.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,91,Fzzzzhwf,30.0
M416,AHHHHHHHA,17.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,672,pyd_Jason,4.0
SCAR-L,Abelark,10.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1491,GTMDDWH123,6.0
AKM,AHHHHHHHA,17.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,153,DAYG666666,25.0
Down and Out,daduck94,23.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,228,MisSCZ,27.0
Bluezone,,,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1128,xperia123456789,14.0
M416,sbyyx,17.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,502,bual,25.0
UMP9,FJT_666,3.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,255,SquanderStar,10.0
SCAR-L,FANBAISOOS,6.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1493,Abelark,10.0
M416,KingLove_,2.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1729,WhoElse999,5.0
SCAR-L,FHCJJJJ,13.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1268,DonaldDucksOne,3.0
Down and Out,KingLove_,2.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1479,dahuolong,4.0
Bluezone,KingLove_,2.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1480,Yellowfather1,4.0
M416,sbyyx,17.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,503,LXYOURMAN,25.0
SCAR-L,yanyingqi,1.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,200,oienggag,27.0
AKM,yanyingqi,1.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,509,CCTV_yangcan,24.0
M416,dahuolong,4.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1396,TyroneGG,12.0
UMP9,Dongooooi,28.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,148,Tomkiop,10.0
M416,sbyyx,17.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,500,liujyang,25.0
Down and Out,FHCJJJJ,13.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,966,sbyyx,17.0
VSS,Psblanco,24.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,306,MrLXY11,26.0
S12K,FHCJJJJ,13.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,399,URC-SiNan,7.0
M416,KingLove_,2.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1625,zg88888888,9.0
Mini 14,chinesedevil,13.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1006,AHHHHHHHA,17.0
Down and Out,KingLove_,2.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1729,LonewoR,5.0
SCAR-L,yanyingqi,1.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1488,dchmgj,11.0
Down and Out,yanyingqi,1.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1064,ld129,16.0
M16A4,TyroneGG,12.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1377,chinesedevil,13.0
SCAR-L,yanyingqi,1.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1730,DDDeemo,4.0
Down and Out,ddddp0719,22.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,364,NISIODAK,23.0
SCAR-L,Make1993wg,18.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,227,Yoyogg123,19.0
Down and Out,yanyingqi,1.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,509,v123123ef,24.0
AKM,DonaldDucksOne,3.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,839,Benz011,19.0
SCAR-L,yanyingqi,1.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,398,Whiteimperman,26.0
Down and Out,yanyingqi,1.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1740,jokerxxxxx,3.0
Bluezone,,,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,900,biubiubiubiao,12.0
Down and Out,fuckyouls,1.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1729,DAPENG0123,5.0
SKS,FANBAISOOS,6.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,482,ddddp0719,22.0
SCAR-L,WANGYOUQING20,24.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,369,MagicCHC,26.0
M16A4,TyroneGG,12.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1365,FHCJJJJ,13.0
Grenade,yanyingqi,1.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1411,JOKERoro,11.0
Tommy Gun,Abelark,10.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,444,aisusheng,10.0
UMP9,Dongooooi,28.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,92,LZ_zzzz,21.0
SKS,FANBAISOOS,6.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,598,NGSB250,22.0
Down and Out,daduck94,23.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,246,zhangdapaodedad,7.0
DP-28,ld129,16.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,218,MaRin2242,27.0
Tommy Gun,Abelark,10.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,413,xuewu565,6.0
SKS,KingLove_,2.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1301,dksnne,12.0
Bluezone,,,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1642,122333454,7.0
VSS,DonaldDucksOne,3.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1141,Harleybaby,2.0
M16A4,GTMDDWH123,6.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,156,Dongooooi,28.0
Mini 14,DAPENG0123,5.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1634,a4353666,27.0
Micro UZI,FHCJJJJ,13.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,196,Ningkk,7.0
DP-28,Woergouzi,22.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,88,sutonghua,16.0
Down and Out,AHHHHHHHA,17.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1001,x00126,13.0
SCAR-L,yanyingqi,1.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1472,vava1109,11.0
Down and Out,FANBAISOOS,6.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,453,Woergouzi,22.0
Grenade,fuckyouls,1.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1411,Mr-BOX-----,11.0
Down and Out,chinesedevil,13.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1395,GQWERT10,12.0
SKS,FANBAISOOS,6.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,99,176760044,27.0
Down and Out,fuckyouls,1.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,509,WANGYOUQING20,24.0
SCAR-L,yanyingqi,1.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1657,FANBAISOOS,6.0
M416,CCTV_yangcan,24.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,336,warcck,26.0
Down and Out,AHHHHHHHA,17.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1020,weichunjie,13.0
SCAR-L,Make1993wg,18.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,652,Ashuping4526,19.0
Down and Out,daduck94,23.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,227,mayder666,27.0
SCAR-L,bual,25.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,472,Skyzyzyzy,17.0
Hit by Car,TyroneGG,12.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,957,Make1993wg,18.0
M416,fuckyouls,1.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1759,FJT_666,3.0
M16A4,ddddp0719,22.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,334,woyehenwunai123,23.0
SKS,FANBAISOOS,6.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,644,XianReBao,21.0
S1897,Woergouzi,22.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,125,BossGrend,29.0
M416,yanyingqi,1.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,496,Psblanco,24.0
UMP9,KING-07T,27.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,205,Banananans123,23.0
Bluezone,,,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,770,mayder000,27.0
Down and Out,daduck94,23.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,229,FFFYYQ7,27.0
SCAR-L,yanyingqi,1.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1876,KingLove_,2.0
SCAR-L,FHCJJJJ,13.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1325,WSZGNR,2.0
SCAR-L,FHCJJJJ,13.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1337,WRNTK,2.0
Drown,,,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1024,IAMAKUMA,14.0
DP-28,TanMouRen0,19.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,638,Make1992TP,18.0
Punch,Yoyogg123,19.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,198,Make1992WJ,18.0
M16A4,ddddp0719,22.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,237,KING-07T,27.0
SCAR-L,yanyingqi,1.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1091,GMmaA,16.0
Punch,KING-07T,27.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,83,SunBaBa521,21.0
SCAR-L,yanyingqi,1.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1096,GSXHJIAYONG,16.0
SCAR-L,Make1993wg,18.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,649,TanMouRen0,19.0
S12K,dchmgj,11.0,2U4GBNA0YmmAi8EFxc_72EOWIIi2B6A7YW0JqMyF47nJOdpNYlzZcX_QLWrRYEXA,1478,Tkc_b2,
Mini 14,Herang,25.0,2U4GBNA0Ymm5wZH4Gh09finEoH9ePxQABHRxQL0D6QaCmhPaWZ0qKPLRFNS9PhiG,235,Schemov,43.0
M16A4,NigebangchuiSB,28.0,2U4GBNA0Ymm5wZH4Gh09finEoH9ePxQABHRxQL0D6QaCmhPaWZ0qKPLRFNS9PhiG,508,cabrite_driver,30.0
M416,maomaoxiaomei,1.0,2U4GBNA0Ymm5wZH4Gh09finEoH9ePxQABHRxQL0D6QaCmhPaWZ0qKPLRFNS9PhiG,1192,2RnB2,9.0
SCAR-L,monkey_QQ,4.0,2U4GBNA0Ymm5wZH4Gh09finEoH9ePxQABHRxQL0D6QaCmhPaWZ0qKPLRFNS9PhiG,1607,ElysiuM_29,9.0
AKM,L_1202,12.0,2U4GBNA0Ymm5wZH4Gh09finEoH9ePxQABHRxQL0D6QaCmhPaWZ0qKPLRFNS9PhiG,1025,LeonLN,16.0
M416,1992XM,14.0,2U4GBNA0Ymm5wZH4Gh09finEoH9ePxQABHRxQL0D6QaCmhPaWZ0qKPLRFNS9PhiG,1067,Annada,12.0
Down and Out,zeng6666,21.0,2U4GBNA0Ymm5wZH4Gh09finEoH9ePxQABHRxQL0D6QaCmhPaWZ0qKPLRFNS9PhiG,305,EdisonPing,38.0
M416,maomaoxiaomei,1.0,2U4GBNA0Ymm5wZH4Gh09finEoH9ePxQABHRxQL0D6QaCmhPaWZ0qKPLRFNS9PhiG,1673,Jrozen,7.0
P1911,17ay_DongBei,33.0,2U4GBNA0Ymm5wZH4Gh09finEoH9ePxQABHRxQL0D6QaCmhPaWZ0qKPLRFNS9PhiG,131,Monda-,47.0
M16A4,Panpan0606,36.0,2U4GBNA0Ymm5wZH4Gh09finEoH9ePxQABHRxQL0D6QaCmhPaWZ0qKPLRFNS9PhiG,208,KillerZwt,41.0
M416,nidageshiwo_zz,5.0,2U4GBNA0Ymm5wZH4Gh09finEoH9ePxQABHRxQL0D6QaCmhPaWZ0qKPLRFNS9PhiG,1059,987593196,15.0
SCAR-L,ZHANGUANG,13.0,2U4GBNA0Ymm5wZH4Gh09finEoH9ePxQABHRxQL0D6QaCmhPaWZ0qKPLRFNS9PhiG,145,Careaboutme,46.0
M416,nidageshiwo_zz,5.0,2U4GBNA0Ymm5wZH4Gh09finEoH9ePxQABHRxQL0D6QaCmhPaWZ0qKPLRFNS9PhiG,1762,ZZZZZZZZCHEN,6.0
SCAR-L,SHiLeZHi1998,2.0,2U4GBNA0Ymm5wZH4Gh09finEoH9ePxQABHRxQL0D6QaCmhPaWZ0qKPLRFNS9PhiG,739,niZeGG,20.0
Down and Out,LuckyPuCa,29.0,2U4GBNA0Ymm5wZH4Gh09finEoH9ePxQABHRxQL0D6QaCmhPaWZ0qKPLRFNS9PhiG,502,yangbai999,32.0
M416,bieleizi,17.0,2U4GBNA0Ymm5wZH4Gh09finEoH9ePxQABHRxQL0D6QaCmhPaWZ0qKPLRFNS9PhiG,882,Floridion,18.0
AKM,Azrael_LJF,26.0,2U4GBNA0Ymm5wZH4Gh09finEoH9ePxQABHRxQL0D6QaCmhPaWZ0qKPLRFNS9PhiG,546,X-Yuan,27.0
SKS,DyTV219593,11.0,2U4GBNA0Ymm5wZH4Gh09finEoH9ePxQABHRxQL0D6QaCmhPaWZ0qKPLRFNS9PhiG,197,Bradp1tt,44.0
Down and Out,ChinaGKG,33.0,2U4GBNA0Ymm5wZH4Gh09finEoH9ePxQABHRxQL0D6QaCmhPaWZ0qKPLRFNS9PhiG,460,if-Again,34.0
M416,X-Yuan,27.0,2U4GBNA0Ymm5wZH4Gh09finEoH9ePxQABHRxQL0D6QaCmhPaWZ0qKPLRFNS9PhiG,507,Sanxin233,31.0
S686,Bradp1tt,44.0,2U4GBNA0Ymm5wZH4Gh09finEoH9ePxQABHRxQL0D6QaCmhPaWZ0qKPLRFNS9PhiG,188,PasongAdili,11.0
Mini 14,Herang,25.0,2U4GBNA0Ymm5wZH4Gh09finEoH9ePxQABHRxQL0D6QaCmhPaWZ0qKPLRFNS9PhiG,173,kHRYSTAL21,43.0
Bluezone,,,2U4GBNA0Ymm5wZH4Gh09finEoH9ePxQABHRxQL0D6QaCmhPaWZ0qKPLRFNS9PhiG,1765,ZHANGFLY,6.0
Mini 14,LeonLN,16.0,2U4GBNA0Ymm5wZH4Gh09finEoH9ePxQABHRxQL0D6QaCmhPaWZ0qKPLRFNS9PhiG,702,MINGGE84,22.0
S1897,VVVVVVWW,19.0,2U4GBNA0Ymm5wZH4Gh09finEoH9ePxQABHRxQL0D6QaCmhPaWZ0qKPLRFNS9PhiG,795,DOUYU2253708,15.0
Down and Out,SYsama,26.0,2U4GBNA0Ymm5wZH4Gh09finEoH9ePxQABHRxQL0D6QaCmhPaWZ0qKPLRFNS9PhiG,546,Nether2017,27.0
Grenade,ChinaGKG,33.0,2U4GBNA0Ymm5wZH4Gh09finEoH9ePxQABHRxQL0D6QaCmhPaWZ0qKPLRFNS9PhiG,479,ChinaGKG,33.0
UMP9,ProG_NgThanh,35.0,2U4GBNA0Ymm5wZH4Gh09finEoH9ePxQABHRxQL0D6QaCmhPaWZ0qKPLRFNS9PhiG,396,Panpan0606,36.0
